fcode,fname,Lat,Long,mGeoCode,sGeoCode,date_of_geocode
16387,Mukangu Dispensary,-0.54987,37.15393,Taken with GPS Device,SARAM 2013,2013-04-18
13724,Kuja Dispensary,-0.81305,34.56903,Taken with GPS Device,SARAM 2013,2013-05-13
18989,Mwendantu Amani clinic,-0.23063,37.62345,Taken with GPS Device,SARAM 2013,2013-04-10
17091,Kipkitur Dispensary,0.06897,36.00222,Taken with GPS Device,SARAM 2013,2013-04-11
15887,Esitsaba Dispensary,0.00975,34.61374,Taken with GPS Device,SARAM 2013,2013-04-25
14446,Emining Health Centre,0.14357,35.88708,Taken with GPS Device,SARAM 2013,2013-04-15
13898,Nyamaranya Dispensary,-1.26684,34.53846,Taken with GPS Device,SARAM 2013,2013-04-30
10868,Ngiriambu (ACK) Dispensary,-0.46692,37.39063,Taken with GPS Device,SARAM 2013,2013-04-26
16704,Pserum Dispensary,1.39087,35.2206,Taken with GPS Device,SARAM 2013,2013-04-12
10865,Ngewa Health Centre,-1.09497,36.8672,Taken with GPS Device,SARAM 2013,2013-04-22
12517,Methodist University,0.08298,37.65185,Taken with GPS Device,SARAM 2013,2013-04-10
14926,Kiptangwanyi Dispensary,-0.55678,36.11696,Taken with GPS Device,SARAM 2013,2013-04-25
10007,Afya Bora Medical Clinic (Muchagara),-0.46852,37.36062,Taken with GPS Device,SARAM 2013,2013-04-17
12031,Gatimbi Health Centre,-0.01057,37.66027,Taken with GPS Device,SARAM 2013,2013-04-12
13512,Border Clinic,-1.23508,34.48347,Taken with GPS Device,SARAM 2013,2013-05-12
16367,Alale Health Centre,2.25005,35.02779,Taken with GPS Device,SARAM 2013,2013-04-10
16852,Gaatia Dispensary,-0.0842,37.6449,Taken with GPS Device,SARAM 2013,2013-04-17
12724,Salama (Baptist) Nursing Home,-1.85311,37.25851,Taken with GPS Device,SARAM 2013,2013-04-12
12200,Karia Dispensary,-0.19953,37.6434,Taken with GPS Device,SARAM 2013,2013-04-11
13713,Kombe Dispensary,-1.10441,34.58,Taken with GPS Device,SARAM 2013,2013-04-27
15198,Mogotio Dispensary,-0.02096,35.95896,Taken with GPS Device,SARAM 2013,2013-04-16
11763,Sagaighu Dispensary,-3.43289,38.33356,Taken with GPS Device,SARAM 2013,2013-04-15
10835,Ndonyero Medical Clinic,-0.99059,36.97389,Taken with GPS Device,SARAM 2013,2013-04-22
14198,Amakuriat Dispensary,2.27808,35.00542,Taken with GPS Device,SARAM 2013,2013-04-12
18215,UUkuu MCK Dispensary,-0.04599,37.6442,Taken with GPS Device,SARAM 2013,2013-04-16
12324,Kinoro Medical Clinic,-0.17916,37.62581,Taken with GPS Device,SARAM 2013,2013-04-10
14693,Kapchemogen Dispensary,1.32273,35.30323,Taken with GPS Device,SARAM 2013,2013-04-13
18933,Wananchi Medical Clinic Maara,-0.24303,37.6205,Taken with GPS Device,SARAM 2013,2013-04-10
14196,Alale (AIC) Health Centre,2.26698,35.02813,Taken with GPS Device,SARAM 2013,2013-04-15
16262,Victoria Clinic,-1.19417,34.61912,Taken with GPS Device,SARAM 2013,2013-04-26
12325,Kinoro Sub-District Hospital,-0.17948,37.62503,Taken with GPS Device,SARAM 2013,2013-04-10
16261,Moshi Clinic,-1.20823,34.47171,Taken with GPS Device,SARAM 2013,2013-04-26
10697,Marua Medical Clinic,-0.45345,37.04541,Taken with GPS Device,SARAM 2013,2013-04-15
12510,St John Marieni Dispensary,-0.01727,37.64397,Taken with GPS Device,SARAM 2013,2013-04-11
17960,Gil Medical Clinic,-0.17857,37.62528,Taken with GPS Device,SARAM 2013,2013-04-10
10622,Kirathimo Medical Clinic,-0.98588,36.96477,Taken with GPS Device,SARAM 2013,2013-04-22
13624,Isibania Mission Health Centre,-1.22439,34.47823,Taken with GPS Device,SARAM 2013,2013-04-24
10234,Gatunyu  Dispensary,-0.96056,36.9915,Taken with GPS Device,SARAM 2013,2013-04-15
10337,Igana Dispensary,-0.58506,37.0937,Taken with GPS Device,SARAM 2013,2013-04-12
15316,Nauyapong Dispensary,2.55558,35.15433,Taken with GPS Device,SARAM 2013,2013-05-09
16506,Maisha Bora Clinic,-0.44475,37.34752,Taken with GPS Device,SARAM 2013,2013-04-25
15705,Tamough Health Centre,1.57509,35.26748,Taken with GPS Device,SARAM 2013,2013-04-12
12491,Maua Cottage,0.23675,37.93394,Taken with GPS Device,SARAM 2013,2013-04-19
10020,Gituamba (AIPCA) Dispensary,-0.94349,36.98695,Taken with GPS Device,SARAM 2013,2013-04-16
10696,Marua Dispensary,-0.45493,37.04515,Taken with GPS Device,SARAM 2013,2013-04-15
16232,Gaturi Dispensary,-0.13602,37.62605,Taken with GPS Device,SARAM 2013,2013-04-16
19261,Maua East Medical Clinic,0.23567,37.9446,Taken with GPS Device,SARAM 2013,2013-04-29
11083,Tambaya Dispensary,-0.52495,37.01488,Taken with GPS Device,SARAM 2013,2013-04-15
17574,Emmanuel Community Health Clinic,-0.56722,37.12685,Taken with GPS Device,SARAM 2013,2013-04-11
18358,Kahaaro Dispensary,-0.59231,37.06782,Taken with GPS Device,SARAM 2013,2013-04-12
13625,Isibania Sub-District Hospital,-1.23602,34.48137,Taken with GPS Device,SARAM 2013,2013-04-30
11090,Thangathi Health Centre,-0.568,37.12527,Taken with GPS Device,SARAM 2013,2013-04-13
10274,Githure (ACK) Dispensary,-0.44404,37.41089,Taken with GPS Device,SARAM 2013,2013-04-21
13663,Kegonga District Hospital,-1.25857,34.65273,Taken with GPS Device,SARAM 2013,2013-05-13
11906,Wesu District Hospital,-3.40882,38.34159,Taken with GPS Device,SARAM 2013,2013-04-11
13824,Motemorabu Dispensary,-1.18309,34.41133,Taken with GPS Device,SARAM 2013,2013-05-12
11084,Tambaya Medical Clinic,-0.52676,37.01691,Taken with GPS Device,SARAM 2013,2013-04-12
12092,Iriga Dispensary,-0.26937,37.61466,Taken with GPS Device,SARAM 2013,2013-04-10
15933,Khaoya Dispensary,0.72903,34.79794,Taken with GPS Device,SARAM 2013,2013-04-26
12605,Mutuati Sub-District Hospital,0.38287,37.98086,Taken with GPS Device,SARAM 2013,2013-04-17
16260,St Agnes Clinic,-1.24226,34.47657,Taken with GPS Device,SARAM 2013,2013-04-25
11034,St Gabriel Health Centre,-1.03347,36.91802,Taken with GPS Device,SARAM 2013,2013-04-22
11652,Mrughua Dispensary,-3.43489,38.29089,Taken with GPS Device,SARAM 2013,2013-04-13
10446,Kambui (PCEA) Dispensary,-1.101,36.86279,Taken with GPS Device,SARAM 2013,2013-04-21
11904,Werugha Health Centre,-3.38204,38.34061,Taken with GPS Device,SARAM 2013,2013-04-15
12195,Karama Dispensary,0.24174,37.82739,Taken with GPS Device,SARAM 2013,2013-04-11
10598,Kihumbu-ini Community Dispensary,-0.9292,36.98856,Taken with GPS Device,SARAM 2013,2013-04-18
13726,Kuria District Hospital,-1.18026,34.62837,Taken with GPS Device,SARAM 2013,2013-04-28
10794,Muthuthiini Dispensary,-0.59375,37.054,Taken with GPS Device,SARAM 2013,2013-04-12
17357,Ningaini Dispensary,-0.53074,37.0329,Taken with GPS Device,SARAM 2013,2013-04-15
13569,Getongoroma Dispensary,-1.18309,34.41133,Taken with GPS Device,SARAM 2013,2013-05-12
14241,Bartabwa  Dispensary,0.83614,35.81038,Taken with GPS Device,SARAM 2013,2013-04-17
13615,Ikerege Clinic,-1.19948,34.55776,Taken with GPS Device,SARAM 2013,2013-05-12
15861,Chwele Friends Dispensary,0.76134,34.54924,Taken with GPS Device,SARAM 2013,2013-04-21
10833,Ndimaini Dispensary,-0.52032,37.14537,Taken with GPS Device,SARAM 2013,2013-03-23
10333,Ichamara Dispensary,-0.54656,37.08318,Taken with GPS Device,SARAM 2013,2013-04-11
18849,Ngongo Dispensary,-0.10291,37.63078,Taken with GPS Device,SARAM 2013,2013-04-16
10416,Kahara Medical Clinic,-0.5345,37.05645,Taken with GPS Device,SARAM 2013,2013-05-17
14968,Koitebes Dispensary,0.14528,35.84098,Taken with GPS Device,SARAM 2013,2013-04-15
12670,Ntemwene Dispensary,-0.05979,37.63116,Taken with GPS Device,SARAM 2013,2013-04-16
12256,Kavata Nzou Dispensary,-1.79139,37.43367,Taken with GPS Device,SARAM 2013,2013-04-10
16594,Makutano Medical Clinic/Lab,0.05656,37.64293,Taken with GPS Device,SARAM 2013,2013-04-06
10729,Mihuti Dispensary (Nyeri South),-0.56478,37.07869,Taken with GPS Device,SARAM 2013,2013-04-12
10530,Kiamabara Dispensary,-0.51775,37.11374,Taken with GPS Device,SARAM 2013,2013-04-23
10207,Gatanga Dispensary,-0.93877,36.96232,Taken with GPS Device,SARAM 2013,2013-06-18
10059,Bethany Clinic,-0.4764,37.23567,Taken with GPS Device,SARAM 2013,2013-04-18
14652,Kajiado District Hospital,-1.85775,36.77214,Taken with GPS Device,SARAM 2013,2013-04-23
10232,Gatumbi (SDA) Dispensary,-0.41832,37.39322,Taken with GPS Device,SARAM 2013,2013-04-16
10751,Muguo Clinic,-0.47602,37.235676,Taken with GPS Device,SARAM 2013,2013-04-17
19135,Meru Hospice,0.05715,37.63776,Taken with GPS Device,SARAM 2013,2013-04-22
12070,Igandene Dispensary,-0.11775,37.62709,Taken with GPS Device,SARAM 2013,2013-04-16
15786,Ywalateke Dispensary,1.31452,35.25724,Taken with GPS Device,SARAM 2013,2013-04-12
15986,Maeni Dispensary,0.78226,34.75182,Taken with GPS Device,SARAM 2013,2013-04-22
12049,GK Prison Dispensary (Meru),0.0529,37.64474,Taken with GPS Device,SARAM 2013,2013-04-05
11602,Mgange Dawida Dispensary,-3.40138,38.31392,Taken with GPS Device,SARAM 2013,2013-04-10
15165,Mbogoini Dispensary,0.19443,36.2149,Taken with GPS Device,SARAM 2013,2013-04-17
11967,Charuru Dispensary,0.18443,37.83931,Taken with GPS Device,SARAM 2013,2013-04-12
10882,Njika Wega Medical Clinic,-0.56506,37.07582,Taken with GPS Device,SARAM 2013,2013-04-12
17062,Amwamba Dispensary,0.19384,37.93124,Taken with GPS Device,SARAM 2013,2013-04-16
15777,Weonia Dispensary,0.83884,34.83231,Taken with GPS Device,SARAM 2013,2013-04-12
12044,Gitoro Dispensary,0.06061,37.63139,Taken with GPS Device,SARAM 2013,2013-04-11
10420,Kaheti Dispensary & Maternity,-0.53228,37.05904,Taken with GPS Device,SARAM 2013,2013-04-15
10892,Nyakahuho Dispensary,-0.58511,37.0229,Taken with GPS Device,SARAM 2013,2013-04-12
16819,Ngurumo Dispensary,-0.50551,37.007366,Taken with GPS Device,SARAM 2013,2013-04-23
10640,Kirwara Health Clinic,-0.92953,36.94281,Taken with GPS Device,SARAM 2013,2013-04-19
10421,Kahiga Dispensary,-0.43732,37.04248,Taken with GPS Device,SARAM 2013,2013-04-15
10014,Afya Medical Clinic (Nyeri South),-0.63244,37.12623,Taken with GPS Device,SARAM 2013,2013-04-12
14572,Ime (AIC) Health Centre,-0.10672,36.03922,Taken with GPS Device,SARAM 2013,2013-04-16
13526,Chinato Dispensary,-1.28787,34.61433,Taken with GPS Device,SARAM 2013,2013-04-27
17458,Njemuka Medical Clinic,-1.1763,36.81993,Taken with GPS Device,SARAM 2013,2013-04-08
11155,Wairungu Clinic,-0.92986,36.94351,Taken with GPS Device,SARAM 2013,2013-04-19
10359,Ithe-Kahuno Medical Clinic,-0.50859,37.04579,Taken with GPS Device,SARAM 2013,2013-05-16
15601,Soba River Health Centre,-0.07379,35.26395,Taken with GPS Device,SARAM 2013,2013-04-10
10691,Mariine Maternity Home,-0.45814,37.03526,Taken with GPS Device,SARAM 2013,2013-04-15
10726,Miguta Dispensary,-1.07076,36.83032,Taken with GPS Device,SARAM 2013,2013-04-19
14477,Esageri Health Centre,-0.01726,35.82863,Taken with GPS Device,SARAM 2013,2013-04-10
17141,St Peters Medical Clinic,-1.2074,36.78686,Taken with GPS Device,SARAM 2013,2013-04-18
14558,Igwamiti Dispensary,0.13272,36.25113,Taken with GPS Device,SARAM 2013,2013-04-16
14651,Kajiado Christian Medical Centre,-1.81891,36.81146,Taken with GPS Device,SARAM 2013,2013-04-18
10628,Kirichu Market Medical Clinic,-0.40927,37.0125,Taken with GPS Device,SARAM 2013,2013-05-16
10632,Kirimukuyu Medical Clinic,-0.4717,37.063,Taken with GPS Device,SARAM 2013,2013-04-19
11159,Wama Medical Clinic (Kiganjo),-0.40969,37.02143,Taken with GPS Device,SARAM 2013,2013-04-24
18850,Kiroone Dispensary,-0.15374,37.63246,Taken with GPS Device,SARAM 2013,2013-04-15
10017,Aguthi Dispensary,-0.54185,37.02399,Taken with GPS Device,SARAM 2013,2013-04-22
10251,Gichira Health Centre,-0.48451,37.00865,Taken with GPS Device,SARAM 2013,2013-04-15
10762,Mukurweini Medical Clinic,-0.55675,37.05431,Taken with GPS Device,SARAM 2013,2013-04-23
16776,Sugarbaker Memorial Clinic,-0.44877,36.99196,Taken with GPS Device,SARAM 2013,2013-04-24
10488,Karatina Nursing Home,-0.45282,37.12997,Taken with GPS Device,SARAM 2013,2013-04-24
11158,Wakamata Dispensary,-0.48059,37.01622,Taken with GPS Device,SARAM 2013,2013-04-23
11688,Mwanda Health  Centre(Taita Taveta),-3.40177,38.28576,Taken with GPS Device,SARAM 2013,2013-04-12
13758,Makararangwe Dispensary,-1.33429,34.656085,Taken with GPS Device,SARAM 2013,2013-04-26
14494,Fatima Maternity Hospital,-1.39545,36.7445,Taken with GPS Device,SARAM 2013,2013-04-25
10753,Mukarara Community Dispensary,-0.90886,36.94325,Taken with GPS Device,SARAM 2013,2013-04-16
10579,Kids Alive Dispensary,-0.37097,37.03161,Taken with GPS Device,SARAM 2013,2013-04-18
12422,Laare Health Centre,0.33468,37.93759,Taken with GPS Device,SARAM 2013,2013-04-12
10484,Karatina Catholic  Dispensary,-0.48151,37.1221,Taken with GPS Device,SARAM 2013,2013-04-23
15631,St Brigids Girls High School Dispensary,0.89074,34.92186,Taken with GPS Device,SARAM 2013,2013-04-11
18750,Brown.s Memorial Medical Centre,0.99543,34.92769,Taken with GPS Device,SARAM 2013,2013-04-15
11148,Viewpoint Clinic,-0.90651,36.93959,Taken with GPS Device,SARAM 2013,2013-04-18
11015,Soldier Medical Clinic,-0.35947,37.0085,Taken with GPS Device,SARAM 2013,2013-04-22
11080,Sunny Medical Clinic (Nyeri South),-0.48124,37.12424,Taken with GPS Device,SARAM 2013,2013-04-23
11179,Wega Medical Clinic,-0.45798,36.99855,Taken with GPS Device,SARAM 2013,2013-05-16
12037,Gianchuku Dispensary,-0.21151,37.60263,Taken with GPS Device,SARAM 2013,2013-04-11
10222,Gatitu Dispensary,-0.45926,36.99678,Taken with GPS Device,SARAM 2013,2013-04-15
10582,Kiganjo Health Centre,-0.38119,37.00277,Taken with GPS Device,SARAM 2013,2013-04-23
10763,Mukurweini District Hospital,-0.56236,37.04496,Taken with GPS Device,SARAM 2013,2013-04-15
15306,Top Choice Maternity And Nursing Home,0.02172,37.068,Taken with GPS Device,SARAM 2013,2013-04-12
15698,Tachasis Mission Dispensary,0.01133,35.36315,Taken with GPS Device,SARAM 2013,2013-04-12
11177,Warui Medical Clinic,-0.43569,36.97254,Taken with GPS Device,SARAM 2013,2013-04-24
14946,Kitalale Dispensary,0.984,34.91626,Taken with GPS Device,SARAM 2013,2013-04-19
12526,Mikumbune Sub-District Hospital,-0.07809,37.61783,Taken with GPS Device,SARAM 2013,2013-04-15
10485,Karatina District Hospital,-0.47585,37.1301,Taken with GPS Device,SARAM 2013,2013-04-24
10487,Karatina Medical Services,-0.48095,37.12475,Taken with GPS Device,SARAM 2013,2013-05-17
10561,Kiangwenyi Clinic,-0.44517,37.29209,Taken with GPS Device,SARAM 2013,2013-05-13
19363,Kesogon dispensary,0.04481,34.99506,Taken with GPS Device,SARAM 2013,2013-04-30
13788,Matare Mission Dispensary,-1.31816,34.67489,Taken with GPS Device,SARAM 2013,2013-04-27
10160,Ebenezer Medical Clinic (Nyeri South),-0.42,36.96076,Taken with GPS Device,SARAM 2013,2013-04-24
12614,Muutine Med Clinic,0.29493,37.90123,Taken with GPS Device,SARAM 2013,2013-04-19
10368,Jamii Hospital,-0.47896,37.1311,Taken with GPS Device,SARAM 2013,2013-04-24
15145,Marura Dispensary,-0.00452,36.94614,Taken with GPS Device,SARAM 2013,2013-04-15
18289,Mutunguru PCEA Dispensary,-0.17467,37.6073,Taken with GPS Device,SARAM 2013,2013-04-11
10698,Mary Help of the Sick Hospital,-0.95761,36.9015,Taken with GPS Device,SARAM 2013,2013-04-22
12106,Jambu Medical Clinic,-0.07694,37.61535,Taken with GPS Device,SARAM 2013,2013-04-16
10547,Kiamwathi Medical Clinic,-0.448,36.9602,Taken with GPS Device,SARAM 2013,2013-04-30
10299,Good Shepherd Medical Clinic (Nyeri South),-0.41245,36.95918,Taken with GPS Device,SARAM 2013,2013-05-13
10286,GK Prison Dispensary (Kingongo),-0.41686,36.95922,Taken with GPS Device,SARAM 2013,2013-04-23
10981,Ruringu Medical Clinic,-0.43573,36.96315,Taken with GPS Device,SARAM 2013,2013-04-24
10961,Rosa Medical Clinic,-0.49743,36.99488,Taken with GPS Device,SARAM 2013,2013-05-17
10008,Afya Bora Medical Clinic (Nyeri South),-0.43574,36.96286,Taken with GPS Device,SARAM 2013,2013-04-24
10591,Kihara Sub-District Hospital,-1.21427,36.76768,Taken with GPS Device,SARAM 2013,2013-04-24
17571,Kiarithaini Dispensary,-0.46223,37.14135,Taken with GPS Device,SARAM 2013,2013-04-23
10872,Ngorongo Health Centre,-0.9385,36.90652,Taken with GPS Device,SARAM 2013,2013-04-23
17094,Tinganga Catholic Dispensary,-1.13311,36.81938,Taken with GPS Device,SARAM 2013,2013-04-16
10478,Karaini (ACK) Dispensary,-0.4559,37.24644,Taken with GPS Device,SARAM 2013,2013-04-24
16323,Annet Dispensary,1.32562,35.60279,Taken with GPS Device,SARAM 2013,2013-04-12
16445,Kariko Dispensary,-0.45475,37.24698,Taken with GPS Device,SARAM 2013,2013-04-24
13659,Kebaroti Dispensary,-1.31874,34.62582,Taken with GPS Device,SARAM 2013,2013-04-26
11136,Unjiru Health Centre,-0.49303,36.96518,Taken with GPS Device,SARAM 2013,2013-04-18
10870,Ngorano Health Centre,-0.41278,37.06437,Taken with GPS Device,SARAM 2013,2013-04-23
11186,Witima Health Centre,-0.5559,36.98343,Taken with GPS Device,SARAM 2013,2013-04-16
15381,Nzoia Dispensary (Trans Nzoia East),0.92467,35.13323,Taken with GPS Device,SARAM 2013,2013-04-19
10553,Kiandu Medical Clinic,-0.49026,36.96921,Taken with GPS Device,SARAM 2013,2013-04-25
13858,Ntimaru Sub-District Hospital,-1.33418,34.68676,Taken with GPS Device,SARAM 2013,2013-04-27
10546,Kiamuya Dispensary,-0.57583,36.95933,Taken with GPS Device,SARAM 2013,2013-04-16
12522,Micii Mikuru Clinic,0.18571,37.85931,Taken with GPS Device,SARAM 2013,2013-04-12
13857,Ntimaru Clinic,-1.34102,34.68957,Taken with GPS Device,SARAM 2013,2013-04-27
10022,Alpha Family Health Care,-0.49212,36.96777,Taken with GPS Device,SARAM 2013,2013-04-18
16779,Rafiki Medical Clinic,-0.56593,36.99929,Taken with GPS Device,SARAM 2013,2013-04-12
15753,Turbo Health Centre,0.63452,35.05195,Taken with GPS Device,SARAM 2013,2013-04-12
13597,Gwitembe Dispensary,-1.37063,34.71086,Taken with GPS Device,SARAM 2013,2013-05-13
15152,Matanya Dispensary,-0.05046,36.9402,Taken with GPS Device,SARAM 2013,2013-04-11
10680,Manjo Health Clinic,-0.5675,36.99656,Taken with GPS Device,SARAM 2013,2013-04-02
14287,Changoi Dispensary,-0.48641,35.2297,Taken with GPS Device,SARAM 2013,2013-04-18
16084,Nzoia (ACK) Dispensary,0.867575,35.04447,Taken with GPS Device,SARAM 2013,2013-04-20
10884,Njoki Dispensary,-0.56563,37.00016,Taken with GPS Device,SARAM 2013,2013-04-12
12831,Uruku Health Centre,-0.04503,37.60521,Taken with GPS Device,SARAM 2013,2013-04-16
10526,Kiaguthu Dispensary,-0.5915,36.95051,Taken with GPS Device,SARAM 2013,2013-04-16
17640,Kamurguiywa Dispensary,0.21174,35.06904,Taken with GPS Device,SARAM 2013,2013-04-22
17022,Toretmoi Dispensary,0.035,35.08336,Taken with GPS Device,SARAM 2013,2013-04-10
12507,Mbooni (AIC) Dispensary,-1.63075,37.46534,Taken with GPS Device,SARAM 2013,2013-04-09
15747,Tulwet Health Centre,0.91937,35.01247,Taken with GPS Device,SARAM 2013,2013-04-18
17034,Location Medical Clinic,0.26491,36.53696,Taken with GPS Device,SARAM 2013,2013-04-11
10988,Sacred Heart Dispensary,-1.18784,36.76598,Taken with GPS Device,SARAM 2013,2013-04-18
18748,Comfort The Children International(CTC),-0.97945,36.58256,Taken with GPS Device,SARAM 2013,2013-04-11
10496,Karima Dispensary (Nyeri South),-0.51938,36.97994,Taken with GPS Device,SARAM 2013,2013-04-16
14711,Kapkenyeloi Dispensary,0.54101,34.97898,Taken with GPS Device,SARAM 2013,2013-04-16
14536,Grassland Dispensary,1.00167,34.9847,Taken with GPS Device,SARAM 2013,2013-04-22
15843,Central Clinic (Lugari),0.824682,35.12118,Taken with GPS Device,SARAM 2013,2013-04-20
14905,Kipngchoch Medical Clinic,-0.15297,36.07402,Taken with GPS Device,SARAM 2013,2013-04-18
10710,Mayos Medical Clinic,-0.54992,36.94552,Taken with GPS Device,SARAM 2013,2013-04-17
10322,Holy Rosary Ikinu Dispensary,-1.09918,36.79877,Taken with GPS Device,SARAM 2013,2013-04-24
15108,Mai Mahiu Health centre,-0.97728,36.58386,Taken with GPS Device,SARAM 2013,2013-04-13
15694,Sweet Waters Dispensary,-0.02799,37.00347,Taken with GPS Device,SARAM 2013,2013-04-12
10587,Kigumo Health Centre (Kiambu East),-1.03443,36.83248,Taken with GPS Device,SARAM 2013,2013-04-05
14339,Chepkemel Health Centre (Mosop),0.52831,35.03248,Taken with GPS Device,SARAM 2013,2013-04-17
15954,Kona Clinic,0.829807,35.090837,Taken with GPS Device,SARAM 2013,2013-04-20
15534,Savani Tea Dispensary,0.07063,35.11683,Taken with GPS Device,SARAM 2013,2013-04-12
10919,Othaya Catholic Dispensary,-0.55045,36.94479,Taken with GPS Device,SARAM 2013,2013-04-17
19124,Gatune clinic,-0.98308,36.58442,Taken with GPS Device,SARAM 2013,2013-04-19
17216,Katheri Health Centre,0.01093,37.6047,Taken with GPS Device,SARAM 2013,2013-04-10
10259,Gitata Medical Clinic,-0.54559,36.94631,Taken with GPS Device,SARAM 2013,2013-04-17
15430,Olpajeta Dispensary,0.06207,36.81183,Taken with GPS Device,SARAM 2013,2013-04-16
10042,Atlas Medical Clinic,-0.54785,36.94291,Taken with GPS Device,SARAM 2013,2013-04-17
10206,Gatamu Medical Clinic,-0.55236,36.94578,Taken with GPS Device,SARAM 2013,2013-04-17
10922,Othaya Sub-District. Hospital,-0.5431,36.94199,Taken with GPS Device,SARAM 2013,2013-04-16
10173,Eunice Medical Clinic,-0.54825,36.94388,Taken with GPS Device,SARAM 2013,2013-04-17
15587,Siongiroi Health Centre,-0.89144,35.21049,Taken with GPS Device,SARAM 2013,2013-04-16
10086,Chalo Medical Clinic,-0.4288,36.93237,Taken with GPS Device,SARAM 2013,2013-04-23
15643,St John Cottage Health Centre,-0.15936,36.10559,Taken with GPS Device,SARAM 2013,2013-04-16
12368,Kitundu (SDA)  Dispensary,-1.68698,37.48007,Taken with GPS Device,SARAM 2013,2013-04-09
15639,St Francis Health Centre (Nakuru Central),0.10642,36.27621,Taken with GPS Device,SARAM 2013,2013-04-19
14762,Kapsitwet Dispensary,1.05803,34.67999,Taken with GPS Device,SARAM 2013,2013-04-15
10442,Kamakwa Medical Clinic,-0.42753,36.9319,Taken with GPS Device,SARAM 2013,2013-04-29
14958,Kobos Dispensary,1.0856,34.67853,Taken with GPS Device,SARAM 2013,2013-04-15
14514,GK Farm Prisons Dispensary (Trans Nzoia),0.98021,35.00599,Taken with GPS Device,SARAM 2013,2013-04-20
15368,Nturukuma Dispensary,0.04384,37.09034,Taken with GPS Device,SARAM 2013,2013-04-12
14528,GK Remand Prisons Dispensary (Trans Nzoia West),1.02051,34.99757,Taken with GPS Device,SARAM 2013,2013-04-21
18823,Kabarak University Medical Centre,-0.16899,35.96529,Taken with GPS Device,SARAM 2013,2013-04-22
17546,Van Den Berg Clinic,-0.83236,36.36812,Taken with GPS Device,SARAM 2013,2013-04-11
14606,Kabarak Health Centre,-0.16875,35.96547,Taken with GPS Device,SARAM 2013,2013-04-17
17544,Kentalya Farm Cilinic,-0.82049,36.33024,Taken with GPS Device,SARAM 2013,2013-04-15
15164,Mbogo Valley Dispensary,-0.06917,35.30057,Taken with GPS Device,SARAM 2013,2013-04-12
15559,Karuturi Hospital,-0.83675,36.35531,Taken with GPS Device,SARAM 2013,2013-04-15
15734,Top Station Dispensary,0.9841,35.01288,Taken with GPS Device,SARAM 2013,2013-04-19
12369,Kitundu (GOK) Dispensary,-1.6895,37.47354,Taken with GPS Device,SARAM 2013,2013-04-09
14871,Kimilili Medical Clinic,-0.83383,36.34952,Taken with GPS Device,SARAM 2013,2013-04-22
14458,Engashura Health Center,-0.25958,36.13405,Taken with GPS Device,SARAM 2013,2013-04-11
10246,Giachuki Medical Clinic,-0.85636,36.89708,Taken with GPS Device,SARAM 2013,2013-04-23
10224,Gatondo Dispensary (Nyeri North),-0.43271,37.16582,Taken with GPS Device,SARAM 2013,2013-04-23
18497,Chepsire Dispensary,0.0624,35.16897,Taken with GPS Device,SARAM 2013,2013-04-11
14947,Kitale District Hospital,1.01605,35.00888,Taken with GPS Device,SARAM 2013,2013-04-21
18790,Aphiaplus Drop-in Centre (Naivasha),-0.71238,36.42947,Taken with GPS Device,SARAM 2013,2013-04-11
19251,Kipegenda Dispensary,0.01334,35.06165,Taken with GPS Device,SARAM 2013,2013-04-16
15783,Wiyeta Dispensary,1.12463,35.12184,Taken with GPS Device,SARAM 2013,2013-04-13
15628,St Antony Health Centre,-0.24857,36.14477,Taken with GPS Device,SARAM 2013,2013-04-04
18614,Sumba Medical Clinic,-0.83073,36.33855,Taken with GPS Device,SARAM 2013,2013-04-15
15272,Nacoharg Medical Centre,-0.77839,36.42829,Taken with GPS Device,SARAM 2013,2013-04-08
18747,Vegpro Delamere Pivot(Naivasha),-0.694,36.43157,Taken with GPS Device,SARAM 2013,2013-04-26
15565,Sigor Sub-District Hospital,-0.91417,35.29807,Taken with GPS Device,SARAM 2013,2013-04-17
11066,St Peter's (ACK) Medical Clinic,-1.25831,36.71331,Taken with GPS Device,SARAM 2013,2013-04-12
15508,Saboti Sub-District Hospital,0.93754,34.8375,Taken with GPS Device,SARAM 2013,2013-04-10
19364,Kibongwa Dispensary,-0.01684,35.02512,Taken with GPS Device,SARAM 2013,2013-04-30
10247,Giakaibei Catholic Dispensary,-0.41459,37.16005,Taken with GPS Device,SARAM 2013,2013-04-23
14837,Keringet Health Centre,1.21147,35.04913,Taken with GPS Device,SARAM 2013,2013-04-12
12508,Mbooni District Hospital,-1.64501,37.47221,Taken with GPS Device,SARAM 2013,2013-04-10
14255,Bigot Medical Clinic,-0.67489,36.4328,Taken with GPS Device,SARAM 2013,2013-04-15
15114,Maji Tamu Health Centre,-0.00195,36.15748,Taken with GPS Device,SARAM 2013,2013-04-22
15134,Marie Stopes Clinic (Trans Nzoia West),1.02368,34.99891,Taken with GPS Device,SARAM 2013,2013-04-20
10573,Kibubuti Dispensary,-1.14853,36.76481,Taken with GPS Device,SARAM 2013,2013-04-24
18913,MCK Mbwinjeru Dispensary,-0.00361,37.59268,Taken with GPS Device,SARAM 2013,2013-04-11
15556,Setek Dispensary,0.00228,35.39269,Taken with GPS Device,SARAM 2013,2013-04-11
